1 -1454.05461 -1235.10058 -89.67012 -129.28390999999988
2 -1444.79126 -1252.48541 -83.62362 -108.68222999999996
3 -1426.15987 -1273.51172 -87.50659 -65.14155999999998
4 -1470.54091 -1237.40153 -86.5852 -146.55417999999986
5 -1436.27579 -1268.92169 -83.97976 -83.37434000000002
6 -1417.22393 -1235.57596 -81.01763 -100.63034000000022
7 -1467.52449 -1259.36492 -80.9389 -127.22067000000003
8 -1470.98241 -1247.69623 -85.76382 -137.52236000000005
9 -1467.8472 -1260.25611 -91.28773 -116.3033599999999
10 -1449.92928 -1244.95577 -88.3361 -116.63741000000003
11 -1471.92582 -1245.8157 -85.27218 -140.83793999999983
12 -1458.48673 -1241.28045 -82.10023 -135.1060500000001
13 -1442.02268 -1232.081 -80.31714 -129.62454000000014
14 -1463.56331 -1256.66505 -91.099 -115.79925999999993
15 -1453.00341 -1227.15105 -81.06501 -144.7873500000001
16 -1444.9166 -1229.50068 -82.01006 -133.4058599999999
17 -1473.4241 -1218.59249 -83.89106 -170.94054999999997
18 -1464.40069 -1220.25105 -87.79944 -156.35019999999986
19 -1444.97748 -1237.79894 -76.93392 -130.2446200000001
20 -1446.4462 -1230.00894 -86.03794 -130.39932000000016
21 -1465.86787 -1242.11479 -88.81205 -134.94102999999996
22 -1465.2453 -1262.05642 -87.06167 -116.12721000000015
23 -1457.54475 -1266.04286 -84.85247 -106.64942
24 -1454.58991 -1236.34007 -87.54926 -130.70057999999995
25 -1457.10826 -1270.46224 -88.19779 -98.44822999999991
26 -1463.08766 -1255.40436 -91.40733 -116.27596999999992
27 -1472.10733 -1214.27058 -86.71191 -171.12483999999995
28 -1468.06089 -1209.50201 -88.72277 -169.83611000000005
29 -1474.4452 -1249.01891 -86.4971 -138.92919000000012
30 -1467.82281 -1248.17362 -78.71456 -140.93462999999986
31 -1437.50442 -1242.04148 -84.70181 -110.7611299999999
32 -1463.26369 -1252.76503 -89.99204 -120.50661999999997
33 -1436.48281 -1259.82398 -83.3018 -93.35703000000008
34 -1452.40448 -1263.27356 -76.62489 -112.50602999999984
35 -1464.31944 -1223.57994 -87.86462 -152.8748799999999
36 -1457.13001 -1238.38375 -84.10985 -134.63641000000013
37 -1452.99731 -1231.93882 -80.87392 -140.1845699999999
38 -1463.92496 -1261.60716 -79.65482 -122.66298000000003
39 -1438.41987 -1274.718 -86.03623 -77.66563999999987
40 -1456.19825 -1233.54366 -85.92544 -136.7291499999999
41 -1457.91726 -1252.28037 -80.05677 -125.58012
42 -1469.54099 -1227.8156 -92.0813 -149.64409000000006
43 -1434.51762 -1246.40061 -68.43406 -119.68295000000016
44 -1462.78706 -1245.5627 -90.51776 -126.70660000000017
45 -1461.40899 -1247.79648 -85.78583 -127.82667999999993
46 -1443.16454 -1222.81686 -75.6449 -144.70278000000008
47 -1454.86025 -1246.56216 -82.97705 -125.32104
48 -1450.29903 -1224.21596 -91.75568 -134.32738999999992
49 -1462.10323 -1241.68262 -86.10197 -134.3186399999999
50 -1461.26883 -1263.41643 -83.45528 -114.39711999999999
51 -1489.52026 -1232.759 -92.62593 -164.13533
52 -1458.46234 -1236.84752 -87.95392 -133.66090000000003
53 -1477.19636 -1255.96282 -82.58121 -138.65232999999995
54 -1446.19663 -1232.81261 -86.46959 -126.91442999999997
55 -1442.60591 -1233.24837 -84.52052 -124.83701999999997
56 -1446.2094 -1265.33327 -81.90182 -98.97430999999987
57 -1449.78101 -1265.58439 -84.8312 -99.36541999999994
58 -1464.51505 -1245.54126 -83.15367 -135.82012
59 -1414.15276 -1253.22395 -74.01201 -86.91679999999988
60 -1488.48819 -1246.06889 -87.1195 -155.2998
61 -1451.7673 -1229.96322 -87.81269 -133.99138999999988
62 -1448.39257 -1236.68164 -82.24672 -129.46420999999998
63 -1446.59122 -1263.86556 -89.92144 -92.80422000000006
64 -1458.69959 -1224.35983 -85.58833 -148.75142999999986
65 -1445.87258 -1269.78821 -83.65625 -92.42812000000004
66 -1452.5345 -1242.73671 -92.3999 -117.39789000000007
67 -1447.51472 -1273.56702 -86.5132 -87.43449999999994
68 -1452.92446 -1228.3902 -83.98866 -140.54559999999992
69 -1443.52973 -1250.44548 -83.84933 -109.23491999999989
70 -1467.10681 -1270.25931 -88.4658 -108.38170000000008
71 -1436.00224 -1242.12548 -74.41238 -119.4643800000001
72 -1470.5485 -1250.01825 -89.05871 -131.47154
73 -1475.83438 -1227.55496 -86.3692 -161.91022000000007
74 -1448.89791 -1224.65205 -82.48165 -141.76421
75 -1453.4265 -1257.47044 -84.96304 -110.99301999999997
76 -1469.67914 -1234.45171 -89.42062 -145.80680999999993
77 -1481.70219 -1264.1968 -90.00942 -127.49597000000003
78 -1472.16352 -1258.27166 -76.81706 -137.07479999999995
79 -1500.97963 -1262.24788 -95.48299 -143.24876000000015
80 -1462.50332 -1250.77175 -91.32267 -120.40889999999992
81 -1463.72683 -1230.86948 -83.78001 -149.07734
82 -1468.40356 -1245.10662 -85.93994 -137.35699999999994
83 -1454.58281 -1227.11084 -82.7712 -144.70077000000006
84 -1429.64012 -1254.46696 -81.02966 -94.14350000000005
85 -1441.64466 -1232.71614 -88.12938 -120.79913999999994
86 -1463.68221 -1259.86626 -77.78539 -126.03055999999992
87 -1443.62143 -1238.97817 -84.2673 -120.37595999999982
88 -1467.4354 -1249.55316 -84.00154 -133.88070000000013
89 -1459.32655 -1232.33397 -86.20711 -140.7854700000001
90 -1464.89055 -1224.22212 -91.22883 -149.43960000000015
91 -1444.84442 -1264.15971 -83.12176 -97.56295
92 -1445.34346 -1230.32548 -81.31152 -133.70646000000008
93 -1451.93583 -1239.64005 -84.95624 -127.33953999999993
94 -1445.92855 -1253.4488 -77.04735 -115.4324000000002
95 -1447.42832 -1258.36992 -80.91868 -108.1397199999999
96 -1480.10864 -1235.95946 -78.11872 -166.0304599999999
97 -1444.99798 -1236.09208 -82.36021 -126.5456900000002
98 -1442.18746 -1231.24676 -73.26779 -137.67291000000012
99 -1471.71449 -1251.2907 -88.44115 -131.98264000000006
100 -1445.45767 -1275.95528 -82.05951 -87.4428800000001
101 -1445.38724 -1221.81114 -85.81399 -137.76211
102 -1488.37142 -1276.73392 -91.66066 -119.97684000000005
103 -1471.94836 -1267.645 -83.61095 -120.69241000000011
104 -1451.31503 -1262.43187 -88.97193 -99.91123000000009
105 -1455.66623 -1270.24214 -84.14445 -101.27963999999997
106 -1456.26243 -1242.42783 -90.07454 -123.76005999999991
107 -1444.74821 -1247.85763 -82.49397 -114.39661
108 -1447.96954 -1251.29412 -85.20051 -111.47491000000004
109 -1457.00674 -1208.05408 -89.01485 -159.93780999999993
110 -1458.56878 -1240.6035 -84.80393 -133.16135000000014
111 -1453.60646 -1240.16178 -87.65798 -125.78670000000007
112 -1453.96283 -1266.60188 -87.18238 -100.17857000000001
113 -1467.27274 -1248.61351 -92.46348 -126.1957500000002
114 -1446.11538 -1262.53765 -81.25637 -102.32135999999997
115 -1451.77756 -1270.8871 -87.14442 -93.74604000000008
116 -1415.19293 -1256.83312 -77.54971 -80.81009999999992
117 -1435.60724 -1266.63316 -84.87426 -84.09981999999995
118 -1483.53241 -1257.24554 -83.75833 -142.52854000000013
119 -1482.93465 -1242.21853 -84.55216 -156.1639599999998
120 -1458.22515 -1259.15736 -79.95739 -119.11040000000006
121 -1436.05192 -1262.52563 -86.11944 -87.40685000000002
122 -1452.33291 -1242.03226 -86.43662 -123.86403000000013
123 -1478.0767 -1207.31515 -86.48523 -184.27632000000017
124 -1463.95114 -1205.37075 -83.58604 -174.99434999999986
125 -1439.15963 -1258.67334 -87.87544 -92.61085000000006
126 -1453.76399 -1247.31639 -83.26626 -123.18133999999996
127 -1447.63636 -1234.22337 -89.26051 -124.15248000000004
128 -1434.50946 -1246.49332 -86.86186 -101.15427999999996
129 -1463.78875 -1235.09398 -87.43948 -141.25528999999983
130 -1449.77924 -1224.28504 -85.70118 -139.7930200000001
131 -1481.43985 -1263.64982 -84.60406 -133.18596999999988
