1,-1448.85703,-1235.10058,-95.31148,-118.44496999999986
2,-1474.04347,-1252.48541,-95.99141,-125.56665000000007
3,-1495.00295,-1273.51172,-94.72869,-126.76254000000009
4,-1444.64825,-1237.40153,-83.03906,-124.20765999999986
5,-1482.0248,-1268.92169,-92.88841,-120.21470000000002
6,-1467.89086,-1235.57596,-103.44711,-128.86779000000007
7,-1467.08557,-1259.36492,-89.0735,-118.64714999999998
8,-1468.90262,-1247.69623,-91.42765,-129.77874000000006
9,-1461.72184,-1260.25611,-88.5196,-112.9461299999999
10,-1457.71885,-1244.95577,-92.0321,-120.73097999999995
11,-1446.53187,-1245.8157,-91.90526,-108.81090999999992
12,-1469.93852,-1241.28045,-83.85402,-144.80404999999996
13,-1449.77381,-1232.081,-94.62959,-123.06322000000002
14,-1474.77329,-1256.66505,-88.49355,-129.61469000000002
15,-1446.46201,-1227.15105,-90.48092,-128.83004000000003
16,-1457.78692,-1229.50068,-93.32137,-134.9648699999999
17,-1459.6199,-1218.59249,-90.1894,-150.8380099999999
18,-1437.08962,-1220.25105,-93.0867,-123.7518699999999
19,-1454.44126,-1237.79894,-95.9338,-120.70852000000015
20,-1450.36616,-1230.00894,-97.67096,-122.6862600000001
21,-1463.0452,-1242.11479,-96.86469,-124.06571999999994
22,-1474.67117,-1262.05642,-90.10848,-122.50627000000019
23,-1481.11467,-1266.04286,-95.26649,-119.80531999999991
24,-1463.29773,-1236.34007,-94.66605,-132.29161000000005
25,-1511.01088,-1270.46224,-101.93718,-138.61145999999997
26,-1461.4129,-1255.40436,-91.63646,-114.37208000000004
27,-1433.2435,-1214.27058,-97.95236,-121.02055999999993
28,-1441.9509,-1209.50201,-91.76132,-140.6875700000001
29,-1463.41322,-1249.01891,-94.78566,-119.60864999999991
30,-1463.12876,-1248.17362,-97.85599,-117.09915000000002
31,-1448.9102,-1242.04148,-97.19428,-109.67443999999993
32,-1461.76706,-1252.76503,-88.48505,-120.51697999999988
33,-1479.37309,-1259.82398,-100.74611,-118.80300000000015
34,-1474.93078,-1263.27356,-94.2696,-117.38761999999983
35,-1454.38939,-1223.57994,-95.69401,-135.11543999999998
36,-1458.50076,-1238.38375,-89.94578,-130.17122999999992
37,-1458.04925,-1231.93882,-90.76087,-135.34955999999994
38,-1486.4343,-1261.60716,-92.35191,-132.47522999999987
39,-1494.98047,-1274.718,-91.11349,-129.14897999999988
