1,-3813744.544156684,-3553256.59962035,-260370.31850865172,-117.62602768218494
2,-3813729.1358621633,-3553252.351991565,-260360.83025375192,-115.95361684638192
3,-3813719.2501100255,-3553286.57182311,-260367.2646476216,-65.41363929404179
4,-3813774.8576741903,-3553249.758599937,-260365.66578056721,-159.43329368613195
5,-3813717.921593538,-3553271.685737188,-260360.94706259048,-85.28879375956603
6,-3813703.4573927526,-3553241.023386427,-260358.85272160126,-103.58128472417593
7,-3813742.226566216,-3553271.0929962113,-260357.20612488562,-113.92744511910132
8,-3813756.5173786134,-3553269.4225322623,-260365.1398093672,-121.95503698388347
9,-3813755.6590716806,-3553276.0973858815,-260370.64300418188,-108.91868161727325
10,-3813735.042757839,-3553260.0258704824,-260367.951625628,-107.06526172853773
11,-3813754.217001516,-3553259.9678458152,-260362.5688010867,-131.6803546139854
12,-3813742.7883801865,-3553237.379502502,-260360.4752223891,-144.93365529563744
13,-3813716.026784588,-3553232.6390126552,-260355.1066284198,-128.28114351307158
14,-3813765.706985918,-3553256.854934468,-260373.3371288664,-135.51492258353392
15,-3813739.4386115903,-3553235.502302679,-260357.97181624785,-145.9644926636829
16,-3813738.440338691,-3553248.3690324905,-260357.12261792185,-132.94868827884784
17,-3813751.604782263,-3553221.251235675,-260362.62038545587,-167.73316113188048
18,-3813750.626938909,-3553233.8013199023,-260366.40532087756,-150.4202981289709
19,-3813731.1806345787,-3553247.722872237,-260356.43508210927,-127.02268023221404
20,-3813727.966365479,-3553242.3372132247,-260365.00904677768,-120.62010547652608
21,-3813748.415186131,-3553238.5229851836,-260366.9920728731,-142.90012807416497
22,-3813770.105687646,-3553284.33877121,-260366.69334550522,-119.07357093092287
23,-3813743.63979688,-3553282.1490644114,-260362.52681602474,-98.96391644392861
24,-3813726.4131393307,-3553245.6411008844,-260366.23371368722,-114.53832475905074
25,-3813754.4430401265,-3553279.498779829,-260367.27027702637,-107.6739832709718
26,-3813757.351960959,-3553276.3685323982,-260371.94558297214,-109.03784558852203
27,-3813766.762593293,-3553231.920299201,-260366.51162026144,-168.33067383084563
28,-3813750.367213229,-3553233.305291406,-260366.30687126034,-150.75505056296242
29,-3813756.7119858284,-3553264.133907555,-260364.48460564093,-128.09347263228847
30,-3813750.1135160807,-3553260.2484708624,-260352.66007040057,-137.20497481769416
31,-3813712.264643102,-3553256.5923918197,-260358.94395844027,-96.72829284198815
32,-3813755.1359371957,-3553262.1761361575,-260368.5045316782,-124.45526936007082
33,-3813736.35518367,-3553279.007371077,-260360.54233225115,-96.80548034183448
34,-3813747.724905245,-3553274.2419451787,-260352.8701672433,-120.61279282299802
35,-3813755.1710049603,-3553229.095175615,-260364.9532196496,-161.1226096956816
36,-3813739.4464818733,-3553229.863569728,-260358.10347825877,-151.4794338864158
37,-3813734.7035867115,-3553231.677618797,-260355.35301126048,-147.67295665413258
38,-3813745.8831301765,-3553271.857757464,-260354.46217186342,-119.56320084899198
39,-3813723.5303081917,-3553274.929789687,-260363.89470354764,-84.70581495697843
40,-3813754.99437535,-3553241.675488186,-260365.4609502496,-147.85793691428262
41,-3813742.254798296,-3553271.1465027807,-260355.31030805598,-115.79798745919834
42,-3813756.286672315,-3553232.215603878,-260375.93621435834,-148.13485407896223
43,-3813712.631140867,-3553267.229600125,-260341.77109775596,-103.63044298582827
44,-3813755.8037664457,-3553265.9459032663,-260372.91321814427,-116.94464503513882
45,-3813748.288044961,-3553267.9996532914,-260363.50752268074,-116.78086898900801
46,-3813738.7651393926,-3553234.859809183,-260350.29579554623,-153.60953466329374
47,-3813752.1356378314,-3553257.829521701,-260360.18739229708,-134.11872383311857
48,-3813731.3841990624,-3553232.2705004723,-260370.65289360267,-128.46080498740776
49,-3813739.491854474,-3553251.840109783,-260362.70559866956,-124.94614602116053
50,-3813753.7150585344,-3553279.530457627,-260361.66490606865,-112.51969483873108
51,-3813782.8357110564,-3553246.1180308503,-260374.67980734596,-162.03787286009174
52,-3813741.971296196,-3553237.778111206,-260368.5931460883,-135.6000389016699
53,-3813759.9586677155,-3553266.6802492933,-260356.62962420337,-136.6487942188396
54,-3813738.3682814916,-3553246.5650528506,-260367.97614128972,-123.82708735120832
55,-3813743.9707742245,-3553259.6068372037,-260361.91807823302,-122.44585878774524
56,-3813729.5596871725,-3553271.0664879144,-260360.4577610511,-98.03543820700725
57,-3813742.547999606,-3553277.995240251,-260366.22524421613,-98.32751513880794
58,-3813758.1718595894,-3553256.2255532485,-260362.32884281204,-139.61746352881892
59,-3813702.278146961,-3553252.474411009,-260347.26030920437,-102.54342674752115
60,-3813782.4792677187,-3553254.7022361597,-260365.67611674688,-162.10091481215204
61,-3813729.915781827,-3553245.5391197633,-260363.7529377579,-120.62372430597316
62,-3813731.564190528,-3553243.125700478,-260363.11786265485,-125.32062739506364
63,-3813735.377988617,-3553267.9716016306,-260370.73291531883,-96.67347166754189
64,-3813738.1041295356,-3553242.111064089,-260362.70177429292,-133.2912911536987
65,-3813741.51116582,-3553281.720555981,-260361.84024930478,-97.9503605341306
66,-3813730.4398992565,-3553253.5520858075,-260375.44456869073,-101.44324475817848
67,-3813737.1911107805,-3553274.675055804,-260365.68237855058,-96.83367642568192
68,-3813755.596743997,-3553227.1938931243,-260361.56724680905,-166.8356040637882
69,-3813724.139757227,-3553255.5437471443,-260363.758201896,-104.83780818685773
70,-3813752.7471250603,-3553275.158331415,-260369.78508643372,-107.8037072114239
71,-3813710.4689125335,-3553269.310992827,-260345.20564385143,-95.95227585488465
72,-3813751.9544052854,-3553252.2730493206,-260370.7394716481,-128.94188431676594
73,-3813768.359854194,-3553250.1989347376,-260370.20869314796,-147.95222630831995
74,-3813742.235193321,-3553242.3632429424,-260359.47704111892,-140.39490925971768
75,-3813744.010362175,-3553271.14066803,-260365.1358724052,-107.73382173973368
76,-3813751.3437266094,-3553244.410065337,-260368.97355103446,-137.96011023782194
77,-3813773.235824093,-3553278.9489314402,-260371.378119015,-122.9087736379879
78,-3813748.931880077,-3553271.2232972463,-260356.67839311465,-121.03018971596612
79,-3813802.7747303923,-3553275.2677137097,-260379.45171085396,-148.05530582857318
80,-3813753.049477383,-3553259.8630906297,-260375.29125657582,-117.89513017752324
81,-3813745.942855274,-3553246.8887891695,-260358.5219525737,-140.53211353064398
82,-3813749.030691732,-3553246.3003332736,-260365.10552756465,-137.62483089393936
83,-3813743.716190336,-3553241.488199415,-260360.26885716448,-141.95913375617238
84,-3813718.8101788172,-3553262.532111671,-260358.1579775217,-98.12008962471737
85,-3813736.8302611923,-3553226.8890434327,-260365.4996210579,-144.44159670171211
86,-3813748.1481993143,-3553258.18234823,-260350.61630179393,-139.34954929040396
87,-3813742.1780544845,-3553249.789487387,-260359.5622207865,-132.82634631099063
88,-3813763.331047518,-3553266.4740569014,-260363.39725952514,-133.45973109162878
89,-3813755.105004417,-3553239.473702583,-260364.68705143555,-150.94425039822818
90,-3813766.4048746494,-3553228.7776611736,-260373.6294510126,-163.99776246317197
91,-3813746.004256069,-3553276.623337542,-260362.57228348672,-106.80863504030276
92,-3813732.369007794,-3553234.131377019,-260355.85881539728,-142.3788153779169
93,-3813742.876238743,-3553238.5025367765,-260366.6692301635,-137.70447180286283
94,-3813726.8281415766,-3553256.1629078262,-260350.34164423493,-120.32358951543574
95,-3813733.513562301,-3553269.413847611,-260359.3222081908,-104.77750649955124
96,-3813757.278126011,-3553234.217154926,-260352.75233590294,-170.30863518203842
97,-3813723.1934498935,-3553248.535808218,-260357.41799938885,-117.23964228646946
98,-3813749.545588568,-3553233.369125586,-260347.13750839583,-169.03895458602346
99,-3813764.4124825015,-3553267.6936612925,-260370.36740911356,-126.35141209536232
100,-3813734.1289463174,-3553285.0247903136,-260357.76167464047,-91.3424813633319
101,-3813741.8069301774,-3553228.776219281,-260364.7938880791,-148.2368228173873
102,-3813769.3098531724,-3553286.1195737966,-260373.25468937933,-109.93558999642846
103,-3813774.2419492654,-3553260.9609567663,-260361.74989257485,-151.5310999242356
104,-3813741.4060640894,-3553264.7804045365,-260366.33671644545,-110.28894310741453
105,-3813755.7438120954,-3553282.7661141464,-260360.84386267362,-112.13383527530823
106,-3813730.9402629384,-3553260.194799743,-260367.7941187022,-102.95134449304896
107,-3813736.574930784,-3553261.391525593,-260359.88281217037,-115.30059302033624
108,-3813740.2336912416,-3553256.5877110604,-260361.29112832085,-122.3548518603202
109,-3813754.525416255,-3553210.854447022,-260367.0721482439,-176.59882098902017
110,-3813750.471681548,-3553259.135688155,-260362.49958746348,-128.83640592938173
111,-3813756.259776442,-3553245.021020682,-260367.66718413768,-143.57157162210206
112,-3813723.654304911,-3553289.1301941825,-260368.59856779038,-65.92554293802823
113,-3813766.387788548,-3553253.9213441866,-260376.66772434663,-135.79872001486365
114,-3813716.961454298,-3553261.8580782227,-260357.8398283177,-97.26354775746586
115,-3813726.3802589383,-3553284.864213736,-260365.74408264426,-75.77196255823947
116,-3813699.699541608,-3553273.8141709357,-260352.36863791672,-73.51673275549547
117,-3813721.6454338054,-3553271.9921507454,-260361.17474057412,-88.47854248594376
118,-3813780.8801474855,-3553261.1042486373,-260359.97105487995,-159.80484396824613
119,-3813764.381648661,-3553247.2487321594,-260360.9913912818,-156.1415252199222
120,-3813745.81082208,-3553259.0612725676,-260355.33521523312,-131.4143342791649
121,-3813732.0205099704,-3553256.712423286,-260365.63348624445,-109.67460043999017
122,-3813753.209540977,-3553258.446888361,-260362.83634191108,-131.9263107049337
123,-3813765.9367615613,-3553206.906627502,-260365.35054185241,-193.67959220707417
124,-3813743.530083502,-3553230.707541577,-260362.972649226,-149.84989269913058
125,-3813727.1317685805,-3553292.039093588,-260368.92599925728,-66.16667573523591
126,-3813737.433543256,-3553256.677970301,-260361.34752453523,-119.40804841989302
127,-3813732.0871701767,-3553239.7898965906,-260365.26410295925,-127.0331706267898
128,-3813732.294631752,-3553248.505283712,-260367.95492533848,-115.83442270176602
